Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Very_weak,Lokus,Box_general_from_comments,General_Kg_fromcomments
638,,,,,1991,6,11,Zion,,17,,,בת ים,FALSE,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,FALSE,,FALSE,,,
639,6,15,9,30,1991,6,12,Sharot,Ashdod(N),,,"4 מיל
1700
4 סימנים
שוונ
A",,FALSE,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
640,10,15,14,00,1991,6,12,Sharot,Jaffa,,,"3-4 מיל
1750
5 סימנים",,FALSE,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
641,14,30,18,30,1991,6,12,Sharot,Ashdod(S),,,"4 מיל
1750
4 סימנים",,FALSE,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
642,21,00,3,45,1991,6,12,Sharot,Ashdod(S),105-110,,"17-7 מיל
14 סימנים
1750",,FALSE,642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
643,3,45,9,45,1991,6,13,Sharot,,118-120,,"1650
14 סימנים
שווה",רפיח,FALSE,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,15 ארגזים,FALSE,,15,
644,10,15,16,15,1991,6,13,Sharot,Katza,118-120,,"1680
14 סימנים
שווה",,FALSE,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 ארגז,FALSE,,1,
645,18,45,21,45,1991,6,13,Sharot,,8,,1700,נתניה,FALSE,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
646,00,15,,,1991,6,13,Sharot,,13,,1700,נתניה,FALSE,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
647,6,30,10,15,1991,6,14,Sharot,,,,"עליה ל3 מיל ועליה 3.5 ועליה ל-4 מיל.
4 סימנים
1750",הילטון,FALSE,647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
648,20,00,01,30,1991,6,14,Sharot,,,,"1.4
1700",אשקלון,FALSE,648,,,,,,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
649,02,00,08,00,1991,6,15,Sharot,Ashdod(N),,,1.5 מיל,,FALSE,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
650,09,00,13,30,1991,6,15,Sharot,Ashdod(N),,,4 מיל וירידה ל-3,,FALSE,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
651,14,15,18,15,1991,6,15,Sharot,,,,"4 מיל
1760
5 סימנים",רידינג,FALSE,651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
652,00,00,5,00,1991,6,15,Sharot,,48,,"1700
8 סימנים",ניצנים,FALSE,652,,,,,,,,,4,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,FALSE,"4 אדום
3 לבן",FALSE,,,
653,7,00,11,00,1991,6,16,Sharot,,14,,"4 סימנים
1750",עזה,FALSE,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"1 ארגזים
מדוזות",FALSE,,1,
654,12,00,15,30,1991,6,16,Sharot,,25,,"1530
5 סימנים",רפיח,FALSE,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
655,16,45,21,45,1991,6,16,Sharot,,48-50,,"8 סימנים
1650",עזה,FALSE,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
656,22,30,05,00,1991,6,16,Sharot,,48-50,,"8 סימנים
1650",ניצנים,FALSE,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
657,9,00,14,00,1991,6,17,Sharot,Ashdod(S),48-50,,"5 סימנים
1700
A",,FALSE,657,,,,,,,,,2,,,,,,,2,,,,,,,,,,,,,3,,,,,,,,FALSE,"2 לבן
2 אדום",FALSE,,,
658,14,45,20,00,1991,6,17,Sharot,Katza,48-50,,"8 סימנים
1650",,FALSE,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
659,21,00,02,30,1991,6,17,Sharot,Ashdod(S),48-50,,1700,,FALSE,659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
660,3,30,8,30,1991,6,18,Sharot,,42,,"7 סימנים
A",עזה,FALSE,660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
661,10,15,,,1991,6,18,Sharot,Ashdod(S),,,"2.2
1750
4 סימנים
שווה",,FALSE,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
662,23,00,6,00,1991,6,18,Sharot,Ashdod(N),16-17,,,,FALSE,662,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 Kg,FALSE,,,8 Kg
663,6,30,9,30,1991,6,19,Levi,Ashdod(N),,,1.6-1.7,,FALSE,663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
664,10,00,11,00,1991,6,19,Levi,Ashdod(N),,,1.6-1.7,,FALSE,664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"5 ארגזים
סולטנים ופס צהוב יפים",FALSE,,5,
665,12,30,14,00,1991,6,19,Levi,,,,1.6,צינור אשדוד,FALSE,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
666,16,30,20,00,1991,6,19,Levi,Ashdod(N),,,1.6-1.7,,FALSE,666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
667,20,30,,,1991,6,19,Levi,Ashdod(N),,,1.6,,FALSE,667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 Kg,FALSE,,,6 Kg
668,02,00,08,00,1991,6,19,Levi,Ashdod(N),16,,,,FALSE,668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"3 Kg
חלש מאד",FALSE,,,3 Kg 
669,7,30,10,00,1991,6,20,Levi,,17,,,בת ים,FALSE,669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
670,11,00,13,00,1991,6,20,Levi,Ashdod(N),,,3.5 מיל,,FALSE,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
671,16,00,21,00,1991,6,20,Levi,Ashdod(N),40,,,,FALSE,671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
672,22,00,4,00,1991,6,20,Levi,Ashdod(N),42,,,,FALSE,672,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"7 ארגז
הגמברי אדום",FALSE,,7,
673,5,00,10,00,1991,6,21,Levi,Ashdod(N),48,,,,FALSE,673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,"6 ארגזים
1 מסודר",FALSE,,7,
674,10,30,15,00,1991,6,21,Levi,,50,,"נגד זרם חזק
3 קשר
1800 טורים",הרצליה,FALSE,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
675,16,00,21,00,1991,6,21,Levi,,38,,,פלמחים,FALSE,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
676,22,00,04,00,1991,6,21,Levi,,42,,"נגד זרם חזק
1750 טורים
2.8 קשר",הרצליה,FALSE,676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
677,03,00,08,00,1991,6,21,Levi,Ashdod(N),50,,,,FALSE,677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
678,8,30,12,30,1991,6,22,Levi,,,,"2.75
ירידה מדרגות",הרצליה,FALSE,678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"8 ארגזים
דגים יפים",FALSE,,8,
679,13,30,17,30,1991,6,22,Levi,,16,,2.75 מדרגות,עד הצינור,FALSE,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"6 ארגזים
דגים יפים",FALSE,,6,
680,23,00,06,00,1991,6,22,Levi,Falick,42,,"זרם חזק
1670
3.3 קשר",,FALSE,680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
681,7,30,11,30,1991,6,23,Levi,Falick,,,2.75,,FALSE,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
682,12,15,15,30,1991,6,23,Levi,Jaffa,,,ירידה מדרגות צפונה,,FALSE,682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
683,15,00,20,00,1991,6,23,Levi,Falick,16,,מדרגות סיבוב צפונה,,FALSE,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
684,22,00,04,30,1991,6,23,Levi,Falick,50,,,,FALSE,684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
685,6,00,9,00,1991,6,24,Levi,,,,מדרגות ו-2.7 סיבובים,,FALSE,685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
686,10,30,14,00,1991,6,24,Levi,,,,מדרגות ו-2.7 סיבובים,,FALSE,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
687,14,30,18,00,1991,6,24,Levi,,,,מדרגות ו-2.7 סיבובים,,FALSE,687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,2.5,,,,,FALSE,6 ארגזים,FALSE,,6,
688,19,30,02,00,1991,6,24,Levi,,40,,,פלמחים,FALSE,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
689,03,00,8,00,1991,6,24,Levi,Falick,42,,A,,FALSE,689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
690,9,00,12,30,1991,6,25,Levi,Jaffa,,,"ירידה במדרגות וסיבוב חזרה
הרשת נקרעה בסיבוב
A",,FALSE,690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
691,13,00,,,1991,6,25,Levi,,,,"2' דרומה עליה במדרגות ל-3.5
A",רידינג,FALSE,691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,10 ארגזים,FALSE,,10,
692,,,,,1991,6,28,Zion,,,,2-4' מהחוף,כור הילטון,FALSE,692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4-5 ארגזים,FALSE,,4.5,
693,,,,,1991,6,30,Zion,,,,2'-4',יום כור (פלמחים) הילטון,FALSE,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3-4 ארגזים,FALSE,,3.5,
694,,,,,1991,6,30,Zion,,50,,לילה,נתניה,FALSE,694,,,,,,,,,4,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,הגמבארי אדום,FALSE,,,
695,,,,,1991,7,1,Zion,,,,"תל ברוך 2.8
פלמחים 4
חזרו לנמל ב-13:30",תל ברוך,FALSE,695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
696,23,00,6,15,1991,7,1,Levi,Ashdod(N),42,,"מהירות 3.1
1600 עם הזרם
A",,FALSE,696,,,,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,FALSE,הגמבארי אדום,FALSE,,,
697,7,15,11,15,1991,7,2,Levi,,,,"2.75'
מהירות 2.9
1740 נגד הזרם
A",געש,FALSE,697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
698,11,45,14,45,1991,7,2,Levi,Jaffa,,,"2.75
ירידה במדרגות לבנק",,FALSE,698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
699,15,30,19,00,1991,7,2,Levi,,,,2.75-3.5,הרצליה,FALSE,699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
700,21,30,05,30,1991,7,2,Levi,,42,,,פלמחים,FALSE,700,,,,,,,,,8,,,,,,3,,,,,,,,,,,,,,,,,,,,,,FALSE,הגמבארי אדום,FALSE,,,
701,06,30,10,30,1991,7,3,Levi,,,,3.5,תל יונה,FALSE,701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
702,13,30,16,30,1991,7,3,Levi,,16,,,בת ים,FALSE,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
703,17,00,20,00,1991,7,3,Levi,,,,3.5,בת ים,FALSE,703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
704,21,00,02,00,1991,7,3,Levi,,42,,,פלמחים,FALSE,704,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,"0.75 סולים גדולים
הגמבארי אדום",FALSE,,0.75,
705,03,00,9,00,1991,7,3,Levi,,42,,,הרצליה,FALSE,705,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,הגמבארי אדום,FALSE,,,
706,10,00,14,00,1991,7,4,Levi,,23,,,פלמחים,FALSE,706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
707,17,00,20,00,1991,7,4,Levi,Ashdod(N),18,,,,FALSE,707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
708,20,30,5,00,1991,7,4,Levi,Ashdod(N),16,,,,FALSE,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"2 ארגזים
6 Kg",FALSE,,2,6 Kg
709,9,30,13,30,1991,7,5,Levi,Ashdod(N),,,3.5,,FALSE,709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,5 ארגזים,FALSE,,5,
710,14,00,17,00,1991,7,5,Levi,Ashdod(N),,,,,FALSE,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
711,17,30,20,00,1991,7,5,Levi,Ashdod(N),,,,,FALSE,711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
712,21,30,05,00,1991,7,5,Levi,Jaffa,42,,,,FALSE,712,,,,,,,,1,7,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,"0.5 סול
הגמבארי אדום",FALSE,,0.5,
713,6,00,9,00,1991,7,6,Levi,,18,,,אשקלון,FALSE,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9 ארגזים,FALSE,,9,
714,10,00,13,00,1991,7,6,Levi,,,,,חזרה עח הרשת,FALSE,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
715,13,30,16,30,1991,7,6,Levi,,,,,חזרה על הרשת,FALSE,715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
716,00,00,06,00,1991,7,6,Levi,Ashdod(N),42,,,,FALSE,716,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
717,8,00,12,00,1991,7,7,Levi,,,,"2.75
ירידה במדרגות עד בת ים",בת ים,FALSE,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
718,12,45,16,00,1991,7,7,Levi,,16,,,מדרגות ירידה לבנק,FALSE,718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,חלש מאד,FALSE,,0,
719,17,30,23,30,1991,7,7,Levi,,80,,,הרצליה,FALSE,719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
720,00,00,06,00,1991,7,7,Levi,,42,,,פלמחים,FALSE,720,,,,,,,,2,11,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,FALSE,הגמבארי אדום,FALSE,,,
721,8,00,9,00,1991,7,8,Levi,,,,"2.2
בסיבוב הצפוני הרשת נקרעה",אשקלון,FALSE,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"4 ארגזים
הרבה מדוזות",FALSE,,4,
722,10,00,13,30,1991,7,8,Levi,,20,,2.2,אשקלון,FALSE,722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,8 ארגזים,FALSE,,8,
723,19,00,22,30,1991,7,8,Levi,Ashdod(S),,,"2.2
חזרה 1.4",,FALSE,723,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 Kg,FALSE,,,1 Kg
724,00,00,5,30,1991,7,8,Levi,Katza,42,,,,FALSE,724,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,הגמבארי אדום,FALSE,,,
725,6,30,9,30,1991,7,9,Levi,Katza,20,,עד אשדוד 2.2,,FALSE,725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,7 ארגזים,FALSE,,7,
726,10,00,14,00,1991,7,9,Levi,Ashdod(S),,,2.2 אשדוד דרומה סיבוב וחזרה על 3.25 מיל,,FALSE,726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9 ארגזים,FALSE,,9,
727,14,30,17,30,1991,7,9,Levi,Ashdod(S),,,,,FALSE,727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
728,,,,,1991,7,9,Levi,Ashdod(N),42,,לילה,,FALSE,728,,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"0.5 סול
קלאמרי חלש",FALSE,,0.5,
729,06,00,,,1991,7,10,Sharot,,,,"3.5
1750
4 סימנים
A",כור,FALSE,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
730,,,,,1991,7,10,Sharot,Ashdod(S),,,"סיבוב חזרה ל-2.2
B",,FALSE,730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"4 ארגזים
לא יפים",FALSE,,4,
731,14,30,18,30,1991,7,10,Sharot,Ashdod(N),,,"4 מיל
ירידה ל3.5
1700
A",,FALSE,731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,9 ארגזים,FALSE,,9,
732,06,00,10,00,1991,7,11,Sharot,Ashdod(N),,,"4 מיל
3.5
1700
4 סימנים",,FALSE,732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"4 ארגזים
הרבה מדוזות",FALSE,,4,
733,11,00,14,00,1991,7,11,Sharot,Jaffa,,,4 מיל,,FALSE,733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
734,19,00,,,1991,7,11,Sharot,Ashdod(S),80,,,,FALSE,734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1 ארגזים,FALSE,,1,
735,,,,,1991,7,11,Sharot,,48-50,,,עזה,FALSE,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
736,,,,,1991,7,12,Sharot,Ashdod(S),,,"4 מיל 
3.5",,FALSE,736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"2 ארגזים
מדוזות",FALSE,,2,
737,,,,,1991,7,12,Sharot,Ashdod(N),,,4 מיל,,FALSE,737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
738,,,,,1991,7,12,Sharot,,,,4 מיל,בת ים,FALSE,738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
739,,,,,1991,7,12,Sharot,,48-50,,,הרצליה,FALSE,739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
740,,,,,1991,7,13,Sharot,Ashdod(N),,,4 מיל,,FALSE,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
741,,,,,1991,7,13,Sharot,,,,2.5 מיל,בת ים,FALSE,741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
742,,,,,1991,7,13,Sharot,Ashdod(N),,,2.5,,FALSE,742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
743,,,,,1991,7,13,Sharot,Jaffa,,,2.5,,FALSE,743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
744,06,00,11,00,1991,7,14,Sharot,Ashdod(N),,,"4 מיל
1630
5 סימנים",,FALSE,744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"2 ארגזים
מדוזות",FALSE,,2,
745,11,45,17,00,1991,7,14,Sharot,Tel Aviv,,,"3.5-4
1730
4 סימנים
מהירות 2.9",,FALSE,745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
746,23,00,05,00,1991,7,14,Sharot,Ashdod(N),42,,,,FALSE,746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
747,6,30,10,30,1991,7,15,Sharot,,,,"3.75
2.8 קשר
1750
4 סימנים",הרצליה,FALSE,747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
748,11,00,15,00,1991,7,15,Sharot,,,,4 מיל,בת ים,FALSE,748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,2 ארגזים,FALSE,,2,
749,16,00,20,00,1991,7,15,Sharot,,,,4 מיל,געש,FALSE,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
750,,,,,1991,7,15,Sharot,Jaffa,42,,,,FALSE,750,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,1,,,,,,,,FALSE,,FALSE,,,
751,,,,,1991,7,16,Sharot,,,,"3.8
1750
שווה",הרצליה,FALSE,751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
752,,,,,1991,7,16,Sharot,,,,"4 מיל
1750
שווה
4 סימנים",פלמחים,FALSE,752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,FALSE,,,
753,00,00,,,1991,7,17,Zion,,42/43,,,כור,FALSE,753,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,הגמבארי אדום,FALSE,,,
754,,,,,1991,7,17,Zion,Falick,,,3.5/4,,FALSE,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
755,,,,,1991,7,17,Zion,,,,3.5/4,מנדרין,FALSE,755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,3 ארגזים,FALSE,,3,
756,,,,,1991,7,15,Zion,,,,,נתניה,FALSE,756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
757,21,30,04,00,1991,7,17,Zion,,,,,,FALSE,757,,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,גמבארי אדום,FALSE,,,
758,,,,,1991,7,18,Zion,,,,4',חסי,FALSE,758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,FALSE,4 ארגזים,FALSE,,4,
759,,,,,1991,7,18,Zion,,19-22,,,חסי,FALSE,759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,"4 ארגזים
סימנים טובים לסולטנים",FALSE,,4,
760,,,,,1991,7,18,Zion,,23/22,,"3.5
5 סימנים",פלמחים,FALSE,760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,FALSE,6 ארגזים,FALSE,,6,
761,22,30,6,30,1991,7,18,Zion,,42,,,פלמחים,FALSE,761,,,,,,,,קצת,5,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
762,7,30,11,15,1991,7,19,Zion,,,,"4.2 וירידה ל3.6
5 סימנים",כור,FALSE,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,4 ארגזים,FALSE,1,4,
763,12,00,16,30,1991,7,19,Zion,Tel Aviv,,,3.5,,FALSE,763,,,,,,,,1,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,FALSE,,FALSE,,,
764,19,00,20,00,1991,7,19,Zion,Ashdod(N),,,4',,FALSE,764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,1-2 ארגזים וחבית,FALSE,,,
765,,,6,30,1991,7,19,Zion,,42,,לילה,הרצליה,FALSE,765,,,,,,,,,4,,,,,,20,,,,,,,,,,,,,,,,,,,,,,FALSE,,FALSE,,,
