Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Night_drag_comments,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Shark,Bori
550,17,15,20,30,1995,06,09,Sharot,Ashdod N,,1.85,,FALSE,,FALSE,,FALSE,,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
551,,,,,1995,06,09,Sharot,Ashdod N,,1.55,night,TRUE,,FALSE,,FALSE,,551,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
552,07,00,10,30,1995,06,10,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
553,11,30,14,30,1995,06,10,Sharot,Ashdod,,2.5,,FALSE,,FALSE,,FALSE,,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
554,,,,,1995,06,10,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
555,07,00,10,30,1995,06,11,Sharot,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
556,11,30,14,30,1995,06,11,Sharot,Ashdod N,,2.55,,FALSE,,FALSE,,FALSE,,556,,,,,,,,,,,,,1 Ind,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
557,22,30,06,00,1995,06,21,Levi,Ashdod N,42,,,FALSE,,FALSE,,FALSE,,557,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,12,,,FALSE,,,,,,,,,,,
558,07,30,11,30,1995,06,22,Levi,gaas S,,2.75,,FALSE,,FALSE,,FALSE,,558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
559,13,30,17,30,1995,06,22,Levi,Herzelia N,22,,,FALSE,,FALSE,,FALSE,,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
560,18,00,20,30,1995,06,22,Levi,Herzelia S,22,,,FALSE,,FALSE,,FALSE,,560,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,1,,,,,FALSE,,,,,,,,,,,
561,22,00,05,00,1995,06,22,Levi,Falick S,11,,,FALSE,,FALSE,,FALSE,,561,,,,,,,1,,18 Kg,1 S+1 M+,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
562,09,00,13,00,1995,06,23,Levi,Jaffa S,,3.2,,FALSE,,FALSE,,FALSE,,562,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
563,20,30,05,00,1995,06,23,Levi,Ashdod S,12,,,FALSE,,FALSE,,FALSE,,563,,,,,,,,,38 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
564,13,30,17,30,1995,06,24,Levi,Ashdod N,18,,,FALSE,,FALSE,,FALSE,,564,,,,,,,,,,,,0.5,,,,,,0.5,,,,,,,,,,,0.5,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
565,18,00,21,00,1995,06,24,Levi,Riding,16,,,FALSE,,FALSE,,FALSE,,565,,,,,,,0.5,,3 Kg,,,1,,,,1,,,,,,,,,,0.5 M+,,,0.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
566,21,45,05,00,1995,06,24,Levi,Riding N,14,,,FALSE,,FALSE,,FALSE,,566,,,,,,,,,20 Kg,,,,,,,,,,,,,,1,,,2 S+1 M+0.5 L+,,,,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
567,06,30,10,30,1995,06,25,Levi,Riding S,,2,,FALSE,,FALSE,,FALSE,,567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
568,11,30,13,00,1995,06,25,Levi,tzinor N,20,,,FALSE,,FALSE,,FALSE,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
569,14,00,17,00,1995,06,25,Levi,Jaffa S,,2.5,,FALSE,,FALSE,,FALSE,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
570,22,30,06,00,1995,06,25,Levi,Ashdod S,13,,,FALSE,,FALSE,,FALSE,,570,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
571,10,00,13,30,1995,06,26,Levi,Jaffa N,,2.75,,FALSE,,FALSE,,FALSE,,571,,,,,,,,,,0.5 S+0.5 M+,0.5,1.5,,,,,,,,,,,,,,,,,0.25,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
572,15,00,17,00,1995,06,26,Levi,Natanya N,22,,,FALSE,,FALSE,,FALSE,,572,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,0.5,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
573,17,20,19,45,1995,06,26,Levi,Hadera S,22,,,FALSE,,FALSE,,FALSE,,573,,,,,,,,,,,,,,,,,,,,,,1 L+,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
574,20,15,02,00,1995,06,26,Levi,Natanya S,13,,,FALSE,,FALSE,,FALSE,,574,,,,,,,,3,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
575,03,00,07,00,1995,06,27,Levi,hilton N,16,,,FALSE,,FALSE,,FALSE,,575,,,,,,,,2,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
576,08,15,12,45,1995,06,27,Levi,Riding S,,2,,FALSE,,FALSE,,FALSE,,576,,,,,,,0.5,,,,,3,,,,,,,,,,,3 B+3 M+,,,,,,0.5,,,,,,,,FALSE,,1 Ind,,,,,,,,FALSE,,,,,,,,,,,
577,,,,,1995,07,02,Zion,Hadera S,22,,,FALSE,,FALSE,,FALSE,,577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1.75,,,,,FALSE,,,,,,,,,,,
578,,,,,1995,07,03,Zion,Ashdod N,,1.6,night,TRUE,,FALSE,,FALSE,,578,,,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
579,,,,,1995,07,04,Zion,Palmachim N,3,,,FALSE,,FALSE,,FALSE,,579,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
580,,,,,1995,07,04,Zion,Herzelia S,,2.75,,FALSE,,FALSE,,FALSE,,580,,,,,,,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2.5,,,,,FALSE,,,,,,,,,,,
581,,,,,1995,07,04,Zion,Ashdod N,,,night,TRUE,,FALSE,,FALSE,,581,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
582,06,30,10,30,1995,07,05,Sharot,Bat yam N,,3.3,,FALSE,,FALSE,,FALSE,,582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
583,10,30,14,30,1995,07,05,Sharot,Bat yam N,,3.3,,FALSE,,FALSE,,FALSE,,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
584,15,15,,,1995,07,05,Sharot,Bat yam S,,4,,FALSE,,FALSE,,FALSE,,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
585,,,,,1995,07,05,Sharot,Ashdod N,,,night,TRUE,,FALSE,,FALSE,,585,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
586,13,00,,,1995,07,06,Sharot,Ashdod N,,4,,FALSE,,FALSE,,FALSE,,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
587,,,,,1995,07,06,Sharot,Ashdod N,,,night,TRUE,,FALSE,,FALSE,,587,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
588,06,00,10,30,1995,07,07,Sharot,Palmachim N,,3.9,,FALSE,,FALSE,,FALSE,,588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
589,11,00,15,30,1995,07,07,Sharot,Herzelia S,,3.3,,FALSE,,FALSE,,FALSE,,589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
590,16,00,20,00,1995,07,07,Sharot,Bat yam S,,3.9,,FALSE,,FALSE,,FALSE,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
591,,,,,1995,07,07,Sharot,Ashdod S,,,night,TRUE,,FALSE,,FALSE,,591,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
592,06,00,10,30,1995,07,08,Sharot,Ashdod N,,3.6,,FALSE,,FALSE,,FALSE,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
593,11,00,15,30,1995,07,08,Sharot,Ashdod N,,3.2,,FALSE,,FALSE,,FALSE,,593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
594,16,00,19,45,1995,07,08,Sharot,Bat yam S,,2.55,,FALSE,,FALSE,,FALSE,,594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,12,,,,,FALSE,,,,,,,,,,,
595,,,,,1995,07,08,Sharot,Ashdod S,,,night,TRUE,,FALSE,,FALSE,,595,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
596,,,,,1995,07,09,Sharot,tzinor,,2.5,,FALSE,,FALSE,,FALSE,,596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
597,,,,,1995,07,09,Sharot,tzinor,,2.5,,FALSE,,FALSE,,FALSE,,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
598,,,,,1995,07,09,Sharot,tzinor,,2.5,,FALSE,,FALSE,,FALSE,,598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
599,06,00,11,00,1995,07,10,Sharot,tzinor N,,,,FALSE,,FALSE,,FALSE,,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
600,12,00,16,00,1995,07,10,Sharot,Tel Aviv S,,3.6,,FALSE,,FALSE,,TRUE,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
601,21,00,05,30,1995,07,11,Levi,Ashdod N,16,,,FALSE,,FALSE,,FALSE,,601,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
602,06,00,10,00,1995,07,12,Levi,tzinor N,,2.75,,FALSE,,FALSE,,FALSE,,602,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,1,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
603,11,00,14,45,1995,07,12,Levi,Herzelia S,,2.75,,FALSE,,FALSE,,FALSE,,603,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,1,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
604,15,15,19,15,1995,07,12,Levi,gaas S,,3.5,,FALSE,,FALSE,,FALSE,,604,,,,,,,,,,1,,3.5,,,,,,,,,,,,,,,,,0.75,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
605,08,00,12,00,1995,07,13,Levi,Ashdod N,,3.75,,FALSE,,FALSE,,FALSE,,605,,,,,,,,,,,,3,,,,1 S+,,,,,,,,,,,,,0.75,,,,,,,,FALSE,,0.75,,,,,,,,FALSE,,,,,,,,,,,
606,12,30,14,30,1995,07,13,Levi,Jaffa S,,3.5,,FALSE,,FALSE,,FALSE,,606,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
607,20,00,05,00,1995,07,13,Levi,Ashdod S,13,,,FALSE,,FALSE,,FALSE,,607,,,,,,,,,35 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
608,09,15,13,00,1995,07,14,Levi,Ashdod S,,2.2,,FALSE,,FALSE,,FALSE,,608,,,,,,,,,,,,0.5,,,,1,,1,,,,,,,,,,,,,,0.5,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
609,13,30,17,00,1995,07,14,Levi,Nitanim S,22,,,FALSE,,FALSE,,FALSE,,609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
610,17,30,20,00,1995,07,14,Levi,Nitanim S,20,,,FALSE,,FALSE,,FALSE,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
611,21,30,05,30,1995,07,14,Levi,Ashdod S,13,,,FALSE,,FALSE,,FALSE,,611,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
612,08,00,12,00,1995,07,15,Levi,Ashdod N,,3.5,,FALSE,,FALSE,,FALSE,,612,,,,,,,,,,1 S+,,4,,,,,,0.5,,,,,,,,,,,0.5,,,0.75,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
613,12,30,16,30,1995,07,15,Levi,Jaffa S,,3.5,,FALSE,,FALSE,,FALSE,,613,,,,,,,,,,1,,5,,,,,,1,,,,,,,,,,,0.25,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
614,17,30,21,00,1995,07,15,Levi,Palmachim N,35,,,FALSE,,FALSE,,FALSE,,614,,,,,,,,,,1 M+,,3,,,0.75,2 B+,,,,,,,,,,,,,0.25,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
615,22,00,05,00,1995,07,15,Levi,Riding N,50,,,FALSE,,FALSE,,FALSE,,615,,,,,,,,3,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
616,07,00,11,00,1995,07,16,Levi,Hadera S,28,,,FALSE,,FALSE,,FALSE,,616,,,,,,,,,,1 S+,,3,,,,,,,,,,,,,,,,,2 B+,,,,,2,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
617,11,30,15,00,1995,07,16,Levi,Falick S,,2.8,,FALSE,,FALSE,,FALSE,,617,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,1,,,,,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,
618,16,30,18,30,1995,07,16,Levi,Jaffa S,,2.5,,FALSE,,FALSE,,FALSE,,618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,
619,23,00,02,30,1995,07,16,Levi,Ashdod N,,2.6,,FALSE,,FALSE,,FALSE,,619,,,,,,,,,24 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
620,02,30,06,00,1995,07,17,Levi,Palmachim S,,2.6,,FALSE,,FALSE,,FALSE,,620,,,,,,,,,18 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
621,07,30,10,30,1995,07,17,Levi,Ashdod N,,4,,FALSE,,FALSE,,FALSE,,621,,,,,,,,,,1,,2.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
622,11,00,15,00,1995,07,17,Levi,Tel Aviv N,,4,,FALSE,,FALSE,,FALSE,,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
623,15,30,20,00,1995,07,17,Levi,Tel Aviv S,,3,,FALSE,,FALSE,,FALSE,,623,,,,,,,,,,2,,2,,,,1 B+,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
624,20,30,23,30,1995,07,17,Levi,Bat yam S,,2.5,,FALSE,,FALSE,,FALSE,,624,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
625,00,00,05,30,1995,07,18,Levi,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,625,,,,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
626,06,30,10,30,1995,07,18,Levi,Palmachim N,,4,,FALSE,,FALSE,,FALSE,,626,,,,,,,,,,1.2 M+,,2,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
627,11,00,16,30,1995,07,18,Levi,Herzelia S,,4,,FALSE,,FALSE,,FALSE,,627,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
628,,,,,1995,07,20,Zion,Ashdod N,,2.5,night,TRUE,,FALSE,,FALSE,,628,,,,,,,,,55 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
629,,,,,1995,07,24,Zion,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,629,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
630,20,30,24,30,1995,07,25,Sharot,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,630,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
631,02,00,06,30,1995,07,25,Sharot,Jaffa N,50,,,FALSE,,FALSE,,FALSE,,631,,,,,,,,2,,,,,,,50 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,3,,,FALSE,,,,,,,,,,,
632,07,30,,,1995,07,26,Sharot,Falick S,,3.4,,FALSE,,FALSE,,FALSE,,632,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,1.5,,,1,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
633,13,30,,,1995,07,26,Sharot,Tel Aviv N,,3.2,,FALSE,,FALSE,,FALSE,,633,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,FALSE,,0.5,,,,,,,,FALSE,,,,,,,,,,,
634,,,,,1995,07,26,Sharot,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,634,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
635,,,,,1995,07,26,Sharot,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,635,,,,,,,,,30 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
636,06,00,10,20,1995,07,27,Sharot,Tel Aviv N,,3.6,,FALSE,,FALSE,,FALSE,,636,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,0.75,,,,,,,,FALSE,,2,,,,,,,,FALSE,,,,,,,,,,,
637,10,45,,,1995,07,27,Sharot,Falick S,,4,,FALSE,,FALSE,,FALSE,,637,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,0.75,,,,,,,,FALSE,,1.5,,,,,,,,FALSE,,,,,,,,,,,
638,,,,,1995,07,27,Sharot,Ashdod N,,2.5,night,TRUE,,FALSE,,FALSE,,638,,,,,,,,,44 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
639,07,00,12,00,1995,07,28,Sharot,Palmachim N,,3,,FALSE,,FALSE,,FALSE,,639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
640,12,30,15,30,1995,07,28,Sharot,Herzelia S,,3,,FALSE,,FALSE,,FALSE,,640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
641,16,30,18,15,1995,07,28,Sharot,Bat yam S,,1.85,,FALSE,,FALSE,,FALSE,,641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
642,,,,,1995,07,28,Sharot,Bat yam S,,2.5,night,TRUE,,FALSE,,FALSE,,642,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
643,,,,,1995,07,28,Sharot,Ashdod N,,2.5,night,TRUE,,FALSE,,FALSE,,643,,,,,,,,,24 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
644,06,00,10,30,1995,07,29,Sharot,Tel Aviv S,,4,,FALSE,,FALSE,,FALSE,,644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
645,11,30,15,00,1995,07,29,Sharot,Ashdod N,,4,,FALSE,,FALSE,,FALSE,,645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
646,15,30,19,00,1995,07,29,Sharot,Bat yam S,,2.2,,FALSE,,FALSE,,FALSE,,646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
647,20,00,00,00,1995,07,29,Sharot,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,647,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
648,01,00,04,30,1995,07,29,Sharot,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,648,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
649,07,00,12,00,1995,07,30,Sharot,Ashdod N,,3.8,,FALSE,,FALSE,,FALSE,,649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
650,12,30,18,00,1995,07,30,Sharot,Tel Aviv S,,2.5,,FALSE,,FALSE,,FALSE,,650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,10,,,,,FALSE,,,,,,,,,,,
651,20,30,00,30,1995,07,30,Sharot,Ashdod N,,1.6,,FALSE,,FALSE,,FALSE,,651,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
652,00,30,06,00,1995,07,30,Sharot,Bat yam S,,1.6,,FALSE,,FALSE,,FALSE,,652,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
653,07,00,10,45,1995,07,31,Sharot,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,5,,,,,FALSE,,,,,,,,,,,
654,11,15,15,00,1995,07,31,Sharot,Jaffa S,,2.55,,FALSE,,FALSE,,FALSE,,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,4,,,,,FALSE,,,,,,,,,,,
655,15,30,19,15,1995,07,31,Sharot,Ashdod N,,1.6,,FALSE,,FALSE,,FALSE,,655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6,,,,,FALSE,,,,,,,,,,,
656,20,30,24,00,1995,07,31,Sharot,Jaffa S,,2.5,,FALSE,,FALSE,,FALSE,,656,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
657,03,00,06,00,1995,07,31,Sharot,Ashdod N,,2.5,,FALSE,,FALSE,,FALSE,,657,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
658,06,30,10,30,1995,08,01,Sharot,Bat yam S,,2.5,,FALSE,,FALSE,,FALSE,,658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,7,,,,,FALSE,,,,,,,,,,,
