Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Tamnoon,Soltan_Hol,Adom,Shark,Tuna,Deba,Alafuchim,Sardin_round
566,22,15,05,00,2008,07,07,Levi,Ashdod N,16.5,,,,FALSE,,FALSE,Gambari,566,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
567,05,30,09,00,2008,07,08,Levi,,16.5,2.1,זרם דרומי חזק מאד,,FALSE,,FALSE,,567,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,0.5,,,,0.5,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
568,09,45,12,45,2008,07,08,Levi,Reedeeng N,,3.2,,,FALSE,,FALSE,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,TRUE,,,,,,,,
569,13,30,15,00,2008,07,08,Levi,Falick,9,,,,FALSE,,FALSE,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,כלום,,,,,,,,,TRUE,,,,,,,,
570,15,30,20,30,2008,07,08,Levi,Hertzlia S,16.5,2.1,,,FALSE,,FALSE,,570,,,,,,,1,,,,,,,,,1 S+,,1,,,,,1,,,,1,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
571,21,00,,,2008,07,08,Levi,Ashdod,16.5,,,,FALSE,,FALSE,Gambari,571,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
572,11,00,16,00,2008,07,23,Vadim,,180,,,BOROT?,FALSE,,FALSE,,572,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,FALSE,,,,,,,,,,FALSE,,,,,,,,
573,16,30,20,30,2008,07,23,Vadim,Jaffa N,180,,,,FALSE,,FALSE,,573,,2,,,,,,,,7 S+,,,,,,,,,,,,,,,,,,,,,,,,3,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
574,21,00,02,30,2008,07,23,Vadim,,120,,,,FALSE,,FALSE,,574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3 לא ברור,,,,2,,,,,FALSE,,,,,,,,
575,04,00,08,30,2008,07,24,Vadim,Jaffa N,180,,,,FALSE,,FALSE,,575,,2,,,,,,,,7 S+,,,,,,,,,,,,,,,,,,,,,,,,4,,,TRUE,,,,,,,,0.5,,FALSE,,,,5,,,,
576,09,30,14,00,2008,07,24,Vadim,Jaffa N,180,,,,FALSE,,FALSE,,576,,2,,,,,,,,8 S+,,,,,,,,,,,,,,,,,,,,,,,,3,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
577,15,00,20,00,2008,07,24,Vadim,,,,,,FALSE,,FALSE,,577,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
578,21,00,03,15,2008,07,24,Vadim,,,,,,FALSE,,FALSE,,578,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,3 לא ברור,,,,,,,1,,FALSE,,,,,,,,
579,08,00,11,30,2008,07,25,Vadim,,,,,,FALSE,,FALSE,,579,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,FALSE,,2,,,1,,,,,FALSE,,,,,,,,
580,12,00,15,30,2008,07,25,Vadim,Ashdod S,24.5,,,,FALSE,,FALSE,,580,,,,,,,,,,,,,,,,,,15,,1,,2,,,,,,,,,,,,,,,FALSE,מליטה צואבה?,,,,,,,,,FALSE,,,,,,,,
581,16,00,19,30,2008,07,25,Vadim,Ashdod S,24.5,,,,FALSE,,FALSE,,581,,,,,,,,,,,,,,,,,,13,,,,2,,,,,,,,,,,,,,,FALSE,מליטה צואבה?,,,,1,,,,,FALSE,,,,,,,,
582,21,00,01,30,2008,07,25,Vadim,Ashdod N,,,,,FALSE,,FALSE,,582,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
583,02,00,06,00,2008,07,25,Vadim,Ashdod N,,,,,FALSE,,FALSE,,583,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
584,06,30,10,00,2008,07,26,Vadim,Ashdod S,24.5,,,,FALSE,,FALSE,,584,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1,,,2,,,,,FALSE,,,,,,,,
585,11,00,14,30,2008,07,26,Vadim,Ashdod S,24.5,,,,FALSE,,FALSE,,585,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
586,15,30,19,00,2008,07,26,Vadim,Ashdod N,,3,,,FALSE,,FALSE,,586,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
587,20,30,01,00,2008,07,26,Vadim,,,,,,FALSE,,FALSE,,587,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
588,01,30,05,30,2008,07,26,Vadim,,,,,,FALSE,,FALSE,,588,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
589,09,00,13,00,2008,07,28,Vadim,,,,,,FALSE,,FALSE,,589,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,7 S+,,,,,,3,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
590,14,00,18,00,2008,07,28,Vadim,Ashdod S,80,,,,FALSE,,FALSE,,590,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,7 S+,,,,,,2,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
591,20,00,01,00,2008,07,28,Vadim,Ashdod N,,3,,,FALSE,,FALSE,,591,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
592,01,30,05,30,2008,07,28,Vadim,,,,,,FALSE,,FALSE,,592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
593,06,00,10,00,2008,07,29,Vadim,Ashdod N,,2.8,,,FALSE,,FALSE,,593,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
594,08,30,12,00,2008,07,30,Levi,Ashdod S,16,2.2,,,FALSE,,FALSE,,594,,,,,,,,,,,,,,,0.5,,,,,1 Ind L+,,,,,,,,,,0.5,,1,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
595,12,15,16,00,2008,07,30,Levi,Katza N,16,3.1,,,FALSE,,FALSE,,595,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
596,16,30,19,30,2008,07,30,Levi,Ashdod N,25,,,,FALSE,,FALSE,,596,,,,,,,,,,,1,1.5,,,,,,1.5,,,,,,,,,,,1.5,,,,,,,,FALSE,,1 Ind,,,1,,,,,FALSE,,,,,,,,
597,20,30,01,30,2008,07,30,Levi,Bat yam,16.5,,,,FALSE,,FALSE,Gambari,597,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
598,10,45,14,00,2008,07,31,Levi,Ashdod N,27,,,,FALSE,,FALSE,,598,,,,,,,,,,,1,1,,,,,,,,,,,,,,,0.5 L+,,0.5,,,,,,,1,FALSE,"כתוב סרדין עגול, הנחתי שהכוונה סרדין גדול",1 Ind,,,,,,,,FALSE,,,,,,,,
599,14,30,18,00,2008,07,31,Levi,Jaffa S,21,,,,FALSE,,FALSE,,599,,,,,,,,,,,,0.5,,,1.5,2,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,1 Ind,,,1,,,,,FALSE,,,,,,,,
600,18,45,22,30,2008,07,31,Levi,Ashdod N,18,,,,FALSE,,FALSE,,600,,,,,,,,,,,,,,,4,,,,2,,1 L+,,,,,1,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
601,,,,,2008,07,31,Levi,,,,,,FALSE,,FALSE,Gambari,601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
602,09,00,12,00,2008,08,01,Levi,Ashdod N,18,,,,FALSE,,FALSE,,602,,,,,,,1.5,,,,0.5,,,,2 L+,,,0.5 L+,1,,0.5 L+2 S+,,,,,1,,,,,,,0.5 L+,,,,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,
603,12,30,16,00,2008,08,01,Levi,Bat yam S,20,,,,FALSE,,FALSE,,603,,,,,,,1,,,,,,,,,1 S+1 M+,,,,,2 L+1 S+,,,,,,5,,,,,,,,1,,FALSE,הרבה סרטנים,,,,,,,,,FALSE,,,,,,,,
604,16,30,20,00,2008,08,01,Levi,Rishon S,17,,,,FALSE,,FALSE,,604,,,,,,,,,,,,,,,8 L+,1 S+1 M+,,,,,1.5 L+1 S+,,,,,,,,,,,,,,1,1 L+,FALSE,,,,,,,,,,FALSE,,,,,,,,
605,20,30,01,00,2008,08,01,Levi,Ashdod N,16.5,,,,FALSE,,FALSE,Gambari,605,,,,,,,,,8 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
606,01,30,05,45,2008,08,01,Levi,Ashdod N,14,,,,FALSE,,FALSE,Gambari,606,,,,,,,,,5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
607,06,15,09,15,2008,08,02,Levi,Ashdod N,17,2.2,,,FALSE,,FALSE,,607,,,,,,,,,,,,,,,2,3 M+,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
608,09,45,13,15,2008,08,02,Levi,Jaffa S,,2.2,,,FALSE,,FALSE,,608,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
609,14,00,17,00,2008,08,02,Levi,,26,,,,FALSE,,FALSE,,609,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,FALSE,סרדין עגול,,,,1,,,,,FALSE,,,,,,,,
610,18,00,21,00,2008,08,02,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,,610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,
611,10,00,12,30,2008,08,03,Levi,Ashdod S,16,3.1,,,FALSE,,FALSE,,611,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
612,13,00,16,00,2008,08,03,Levi,Ashkelon,23,,,,FALSE,,FALSE,,612,,,,,,,,,,,,,,,1,1,,1,,,,1 M+,,,,,,,,,,,,,,,FALSE,,2 Ind L+,,,,,,,,FALSE,,,,,,,,
613,16,30,20,00,2008,08,03,Levi,Gazza N,25.5,,,,FALSE,,FALSE,,613,,,,,,,,,,,,1,1 S+,,1,,,2,,1 Ind L+,,2,5,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
614,21,00,05,45,2008,08,03,Levi,Ashdod S,,1.4,,,FALSE,,FALSE,Gambari,614,,,,,,,,,30 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
615,05,45,09,15,2008,08,04,Levi,Ashkelon S,24,,,,FALSE,,FALSE,,615,,,0.5 B+,,,,,,,,,0.5,,,1,1,,3,,1 Ind L+,,2,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
616,10,00,13,00,2008,08,04,Levi,Katza S,25.5,,,,FALSE,,FALSE,,616,,,0.5 B+,,,,,,,,,,,,,,,2,,14 Ind L+,,1,2,,,,,,,,,,,,,,FALSE,,1 Ind L+,,,2,,,,,FALSE,,,,,,,,
617,13,45,16,45,2008,08,04,Levi,Ashkelon S,25,,,,FALSE,,FALSE,,617,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,1,,2,,,,,,,,FALSE,סולטן פס,,,,1,,,,,FALSE,,,,,,,,
618,17,15,20,15,2008,08,04,Levi,Gazza N,22.5,,,,FALSE,,FALSE,,618,,,1 S+,,,,,,,,1,,,,1,1 B+0.5 S+0.5 M+,,2,,10 Ind L+,1 S+,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
619,22,00,03,15,2008,08,04,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,Gambari,619,,,,,,,,,10 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,המון סרטנים,,,,,,,,,TRUE,,,,,,,,
620,07,00,10,00,2008,08,05,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,,620,,,,,,,,,,,,,,,2,,,,,,1 L+,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
621,10,30,13,45,2008,08,05,Levi,Ashdod S,26,2,,,FALSE,,FALSE,,621,,,,,,,,,,1,,1,,,2,,,2,,,,,,,,,,,0.5,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
622,14,15,17,15,2008,08,05,Levi,Ashdod S,28,,,,FALSE,,FALSE,,622,,,,,,,,,,,1,1,,,1,,,1,,,,2.5,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
623,18,00,21,30,2008,08,05,Levi,Ashkelon N,28,,,,FALSE,,FALSE,,623,,,1 B+,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,
624,,,,,2008,08,,,,,,,,FALSE,,FALSE,,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
625,10,00,13,30,2008,08,06,Vadim,Ashdod S,28,,,,FALSE,,FALSE,,625,,,,,,,,,,,1,1,,,,,,1,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
626,14,00,16,30,2008,08,06,Vadim,Ashdod S,28,,,,FALSE,,FALSE,,626,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
627,17,00,20,00,2008,08,06,Vadim,Ashdod S,,,,,FALSE,,FALSE,,627,,,1,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
628,,,,,2008,08,06,Vadim,Ashdod N,,1.9,,,FALSE,,FALSE,Gambari,628,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
629,06,00,10,00,2008,08,07,Vadim,Ashdod N,25,,,,FALSE,,FALSE,,629,,,0.75,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
630,11,30,15,00,2008,08,07,Vadim,Jaffa N,,2.8,,,FALSE,,FALSE,,630,,,,,,,,,,,,,,,,3 S+2 M+,,1,,,,,,,,,8,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
631,16,00,19,30,2008,08,07,Vadim,Jaffa S,,2,,,FALSE,,FALSE,,631,,,,,,,,,,,,,,,,,,15 Ind,,,2,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
632,,,,,2008,08,07,Vadim,Ashdod N,,,,,FALSE,,FALSE,Gambari,632,,,,,,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,ביסלי,,,,,,,,,FALSE,,,,,,,,
633,09,00,12,30,2008,08,08,Vadim,Ashdod S,,1.7,,,FALSE,,FALSE,,633,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
634,13,00,17,00,2008,08,08,Vadim,Ashdod S,,2.2,,,FALSE,,FALSE,,634,,,,,,,,,,,,,,,2,3 S+1 M+,,,,,1,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
635,17,30,21,00,2008,08,08,Vadim,Ashdod S,22,3,,,FALSE,,FALSE,,635,,,,,,,,,,,1,1,,,,,,,,,,1.5,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
636,,,,,2008,08,08,Vadim,,27.5,,,,FALSE,,FALSE,Gambari,636,,,,,,,,,15 Kg,,,2,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,FALSE,,,,,,,,
637,06,00,10,00,2008,08,09,Vadim,Ashdod S,26,,,,FALSE,,FALSE,,637,,,1,,,,,,,,,,,,,3 M+2 S+,,1.5,,,,2,,,,,2,,,,,,,,,,FALSE,מליטה צהובה,1,,,,,,,,FALSE,,,,,,,,
638,10,30,14,30,2008,08,09,Vadim,,,,,,FALSE,,FALSE,,638,,,1,,,,,,,,,,,,,,,12,,,,1,,,,,2,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
639,15,00,19,00,2008,08,09,Vadim,,,,,,FALSE,,FALSE,,639,,,1,,,,,,,,,2,,,,,,10,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
640,,,,,2008,08,09,Vadim,,27.5,,,,FALSE,,FALSE,Gambari,640,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
641,09,00,12,30,2008,08,10,Vadim,Ashdod S,27.5,,,,FALSE,,FALSE,,641,,,1,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
642,13,00,16,00,2008,08,10,Vadim,,,,,,FALSE,,FALSE,,642,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
643,16,30,19,30,2008,08,10,Vadim,,,,,,FALSE,,FALSE,,643,,,1,,,,,,,,1,1,,,,,,,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
644,,,,,2008,08,10,Vadim,,27.5,,,,FALSE,,FALSE,Gambari,644,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
645,11,00,14,30,2008,08,11,Vadim,,27.5,,,,FALSE,,FALSE,,645,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,3,,,,,,,,FALSE,,,,,,,,
646,15,00,17,30,2008,08,11,Vadim,,,,,,FALSE,,FALSE,,646,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
647,18,00,20,00,2008,08,11,Vadim,,,,,,FALSE,,FALSE,,647,,,0.5,,,,,,,,,1,,,,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
648,,,,,2008,08,11,Vadim,,,,,,FALSE,,FALSE,Gambari,648,,,,,,,,,25 Kg,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
649,06,30,10,30,2008,08,12,Vadim,Ashdod S,27.5,,,,FALSE,,FALSE,,649,,,1,,,,,,,,,1,,,,,,,,,,1.5,,,,,,,,,,,,,,,FALSE,,3,,,,,,,,FALSE,,,,,,,,
650,11,00,15,00,2008,08,12,Vadim,,24.5,,,,FALSE,,FALSE,,650,,,0.5,,,,,,,,,1,,,,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
651,15,30,19,00,2008,08,12,Vadim,,28,,,,FALSE,,FALSE,,651,,,1,,,,,,,,1,1,,,,,,,,,,2.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
652,,,,,2008,08,16,Zion,,26.5,,,,FALSE,,FALSE,Gambari,652,,,,,,,,,23 Kg,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,FALSE,גמברי קריסטל,,,,,,,,,FALSE,,,,,,,,
653,09,00,12,30,2008,08,20,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,,653,,,,,,,,,,,,,,,1,,,,,,1,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
654,13,00,16,30,2008,08,20,Vadim,Ashdod S,,,,,FALSE,,FALSE,,654,,,,,,,,,,,2,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
655,17,00,20,00,2008,08,20,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,655,,,,,,,,,,,1.5,2,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
656,,,,,2008,08,20,Vadim,,27.5,,,,FALSE,,FALSE,Gambari,656,,,,,,,,,17 Kg,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
657,06,00,10,00,2008,08,21,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,657,,,,,,,,,,,1,,,,,,,1,,,,,,,,,2,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
658,10,30,14,00,2008,08,21,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,658,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,,2,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
659,15,00,19,30,2008,08,21,Vadim,Ashdod N,,4,,,FALSE,,FALSE,,659,,,,,,,,,,,,1,4,,,,,50,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
660,,,,,2008,08,21,Vadim,,27.5,,,,FALSE,,FALSE,Gambari,660,,,,,,,,,18 Kg,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
661,09,00,13,00,2008,08,22,Vadim,,,,,דלק?,FALSE,,FALSE,,661,,,,,,,,,,,,2,,,,,,1,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
662,14,00,17,00,2008,08,22,Vadim,Ashdod N,27,,,,FALSE,,FALSE,,662,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
663,17,30,20,00,2008,08,22,Vadim,,,,,,FALSE,,FALSE,,663,,,1,,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
664,,,,,2008,08,22,Vadim,Ashdod N,50,,,,FALSE,,FALSE,,664,,,2,,,,,,100 Kg,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
665,06,00,10,30,2008,08,23,Vadim,Hertzlia N,27,,,,FALSE,,FALSE,,665,,,2,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
666,11,00,14,30,2008,08,23,Vadim,Hertzlia N,,,,,FALSE,,FALSE,,666,,,2,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
667,15,00,19,00,2008,08,23,Vadim,Hertzlia N,,,,,FALSE,,FALSE,,667,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,2,,,,,,,,FALSE,,,,,,,,
668,,,,,2008,08,23,Vadim,Ashdod,50,,,,FALSE,,FALSE,Gambari,668,,,1,,,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
669,06,30,11,00,2008,08,24,Vadim,Jaffa S,30,,,,FALSE,,FALSE,,669,,,2,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,2,,,,,,,,FALSE,,,,,,,,
670,11,30,15,30,2008,08,24,Vadim,Jaffa S,30,,,,FALSE,,FALSE,,670,,,1,,,,,,,,,1,,,,,,2,,,,2,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
671,16,00,19,30,2008,08,24,Vadim,Jaffa S,,,,,FALSE,,FALSE,,671,,,1.5,,,,,,,,,,,,,,,2,,,,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,
672,,,,,2008,08,24,Vadim,Ashdod S,27.5,,,,FALSE,,FALSE,Gambari,672,,,,,,,,,15 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
673,14,15,17,15,2008,08,25,Levi,Jaffa S,28.5,,,,FALSE,,FALSE,,673,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
674,07,45,11,30,2008,08,26,Levi,Ashdod S,50,,,,FALSE,,FALSE,,674,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 S+,,,,,,,,,FALSE,המון סרדין זעיר,,,,,,,,,TRUE,,,,,,,,
675,12,15,15,15,2008,08,26,Levi,Gazza N,32,,,,FALSE,,FALSE,,675,,,,,,,,,,,1,,0.5,,,,,,,,,,,,,,,,0.5,,,,,,,,FALSE,,1 Ind L+,,,1,,,,,FALSE,,,,,,,,
676,16,00,19,30,2008,08,26,Levi,,18,1.4,,,FALSE,,FALSE,,676,,,,,4,,,,,,,,,,2,1 S+2 M+,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
677,21,00,03,00,2008,08,26,Levi,Ashkelon S,28,,,,FALSE,,FALSE,Gambari,677,,,,,,,,,18 Kg M+,,,20 Kg M+,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,
678,10,00,13,15,2008,08,27,Levi,Ashdod S,15,,,,FALSE,,FALSE,,678,,,,4 Ind L+,1,,,,,,,,,,2,1 B+,,,,,1 M+1 Ind L+,,,,,,,,,,,,1 M+1 S+,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
679,14,00,16,45,2008,08,27,Levi,Katza N,11,,,,FALSE,,FALSE,,679,,,,1 Ind L+,,,,,,,,,,,4,1 B+1 S+,,,,,1.5 M+1.5 L+1 S+,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,
