Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,Net,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Sardin_round,Shark
561,06,30,10,00,2009,08,04,Vadim,Ashdod N,,3.5,,,FALSE,,FALSE,,561,,,,,,,,,,,1,,1,,,,1,,,,7,,2,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
562,10,30,14,00,2009,08,04,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,562,,,,,,,,,,,,,0.5,,0.5,,,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
563,,,,,2009,08,04,Vadim,,,,,,FALSE,,FALSE,Gambari,563,,,,,,,20 Kg,,50 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
564,09,45,13,15,2009,08,05,Levi,Ashdod S,,1.4,,,FALSE,,FALSE,,564,,,,,,,0.5 S+,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,
565,13,45,17,00,2009,08,05,Levi,Katza N,,1.6,,,FALSE,,FALSE,,565,,,,,,,,,,,,,0.5,,1,,,,,,12,,,,,,,,,,,,1,,,,FALSE,,,,,3,,,,,FALSE,,,,,,,,,,,
566,17,30,20,00,2009,08,05,Levi,Ashkelon N,,1.6,,,FALSE,,FALSE,,566,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
567,21,00,23,00,2009,08,05,Levi,Ashkelon N,21,,,,FALSE,,FALSE,Gambari,567,,,,,,,,,4 Kg M+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,barbon levi is it nemipterus,,,,,,,,,FALSE,,,,,,,,,,,
568,00,00,06,00,2009,08,05,Levi,Ashdod S,,1.4,,,FALSE,,FALSE,,568,,,,,,,,,50 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,1,,,,,FALSE,,,,,,,,,,,
569,06,30,10,00,2009,08,06,Levi,Ashdod S,,1.7,,,FALSE,,FALSE,,569,,,,,,,,,,,,,,,1,,,,,,10,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
570,10,30,15,00,2009,08,06,Levi,Ashdod S,,,,,FALSE,,FALSE,,570,,,,,,,,,,,,,,,1,,,,,,9,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
571,15,30,20,00,2009,08,06,Levi,Ashdod S,,1.6,,,FALSE,,FALSE,,571,,,,,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
572,20,30,02,30,2009,08,06,Levi,Ashdod S,,1.7,,,FALSE,,FALSE,,572,,,,,1,,,,50 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
573,15,15,,,2009,08,07,Levi,Ashdod S,,1.6,,,FALSE,,FALSE,,573,,,,,,,,,,,1,1,0.5,,1,2 B+,,,,,12,,,,,,,,,,,,0.5,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
574,20,30,00,30,2009,08,07,Levi,Katza N,42,,,,FALSE,,FALSE,,574,,,,,,,,,,,,,,,3,1 B+,,,,,,,,,,,,,,,,,,1,,,FALSE,,,,,,,2,,,FALSE,,,,,,,,,,,
575,01,30,06,00,2009,08,07,Levi,Ashdod S,28,,,,FALSE,,FALSE,,575,,,2,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,barbon levi is it nemipterus?,,,,1,,,,,FALSE,,,,,,,,,,,
576,06,00,10,00,2009,08,08,Levi,Gazza N,28,,,,FALSE,,FALSE,,576,,,,,,,,,,,1,1.5,,,,,,,,,1,,,,,,,,0.5,,,,,,,,FALSE,,1 Ind,,,1,,,,,FALSE,,,,,,,,,,,
577,10,40,14,30,2009,08,08,Levi,Ashdod S,22,,,,FALSE,,FALSE,,577,,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,,,,1,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
578,16,30,20,00,2009,08,08,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,578,,,1,,,,,,,,,2,0.5,,,,,,,,3,,,,,,,,,,,,,,,,FALSE,barbon levi is it nemipterus?,,,,1,,,,,FALSE,,,,,,,,,,,
579,20,30,01,30,2009,08,08,Levi,Gazza N,28,,,,FALSE,,FALSE,,579,,,,,,,,,2 Kg L+,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,2,,,,,FALSE,,,,,,,,,,,
580,02,30,05,30,2009,08,08,Levi,Ashdod N,16,,,,FALSE,,FALSE,Gambari,580,,,,,,,,,25 Kg B+,,,,,,,,,,1,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
581,13,30,16,30,2009,08,09,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,581,,,,,,,,,,,,0.5,1,,,,,,,,3,0.75,,,,,,,,,,,,,,,FALSE,shark 100kg,,,,1,,,,,FALSE,,,,,,,,,,,1
582,17,00,20,00,2009,08,09,Levi,Ashdod N,,3.1,,,FALSE,,FALSE,,582,,,,,,,,,,,,1,0.5,,,,,,,,1,,,,,,,,0.5,,,,,,,,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,
583,21,00,01,30,2009,08,09,Levi,,,1.4,,,FALSE,,FALSE,Gambari,583,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
584,02,00,05,30,2009,08,09,Levi,Ashdod N,,1.8,,,FALSE,,FALSE,,584,,,,,,,,,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
585,10,00,13,30,2009,08,10,Vadim,Ashdod N,27,,,,FALSE,,FALSE,,585,,,,,,,,,,,,,,,,,2,1,,,5,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
586,14,00,16,30,2009,08,10,Vadim,Jaffa N,27,,,,FALSE,,FALSE,,586,,,,,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
587,17,00,20,00,2009,08,10,Vadim,Jaffa N,27,,,,FALSE,,FALSE,,587,,,,,,,,,,,,2,1,,2,,,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
588,20,00,04,00,2009,08,10,Vadim,,,,,,FALSE,,FALSE,,588,,,,,,,,,,,,,,,,,4,,,1,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,1,,
589,06,00,10,00,2009,08,11,Vadim,Ashdod N,27,,,,FALSE,,FALSE,,589,,,,,,,,,,,1,2,,,,,,,,,1,,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,1,,,,,,,,
590,11,30,15,00,2009,08,11,Vadim,Jaffa N,27,,,,FALSE,,FALSE,,590,,,,,,,,,,,,,,,,,,1,,,8,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,3 S+2 M+,,,
591,16,00,19,30,2009,08,11,Vadim,Jaffa N,27,,,,FALSE,,FALSE,,591,,,,,,,,,,,,,,,,,2,,,,3,,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,1,,,,,,,,
592,20,00,04,00,2009,08,11,Vadim,Jaffa N,27,,,,FALSE,,FALSE,,592,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,1,,
593,09,00,12,30,2009,08,12,Vadim,Ashdod S,,1.6,,,FALSE,,FALSE,,593,,,,,,,,,,,,,,,3,,,,,,4,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
594,13,00,17,00,2009,08,12,Vadim,Ashdod S,21,,,,FALSE,,FALSE,,594,,,,,,,,,,,,,,,2,3 S+1 M+,,,,,3,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
595,17,30,21,00,2009,08,12,Vadim,Ashdod S,21,,,,FALSE,,FALSE,,595,,,,,,,,,,,1,1,,,,,,,,,,1.5,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
596,22,00,04,00,2009,08,12,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,596,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,3,1,,
597,06,00,10,00,2009,08,13,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,597,,,,,,,,,,,,,,,,2 S+3 M+,,,,,6,1,,,,,1,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
598,10,30,14,30,2009,08,13,Vadim,Ashdod S,,2.2,,,FALSE,,FALSE,,598,,,,,,,,,,,,,,,,,,,,,4,0.5,2,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
599,15,00,19,00,2009,08,13,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,599,,,,,,,,,,,,,,,2,,,8,,,5,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
600,,,,,2009,08,13,Vadim,Ashdod S,,1.4,,,FALSE,,FALSE,Gambari,600,,,,,,,,,50 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
601,09,00,12,30,2009,08,14,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,601,,,,,,,,,,,,,,,3,,,,,,1,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
602,13,00,17,00,2009,08,14,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,602,,,,,,,,,,,,,,,2,3 S+1 M+,,,,,3,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
603,17,30,21,00,2009,08,14,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,603,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,1,,,,,,,,
604,,,,,2009,08,14,Vadim,Ashdod S,,1.4,,,FALSE,,FALSE,Gambari,604,,,,,,,,,40 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
605,06,00,10,00,2009,08,15,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,605,,,,,,,,,,,,,,,,3 S+2 M+,,8,,,2,,2,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
606,10,30,14,30,2009,08,15,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,606,,,,,,,,,,,,,,,,,,,,,6,1,4,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,3,,,
607,15,00,19,00,2009,08,15,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,607,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
608,,,,,2009,08,15,Vadim,Ashdod S,,1.4,,,FALSE,,FALSE,,608,,,,,,,,,35 Kg B+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
609,09,00,12,30,2009,08,16,Vadim,Ashdod S,,2.6,,,FALSE,,FALSE,,609,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,1,,,,,,,,
610,13,00,16,00,2009,08,16,Vadim,Ashdod S,,2.6,,,FALSE,,FALSE,,610,,,,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
611,16,30,19,30,2009,08,16,Vadim,Ashdod S,,2.6,,,FALSE,,FALSE,,611,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
612,,,,,2009,08,16,Vadim,Ashdod S,27,,,,FALSE,,FALSE,Gambari,612,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
613,09,00,12,30,2009,08,17,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,613,,,,,,,,,,,,,2,,,,1,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
614,13,00,16,00,2009,08,17,Vadim,Ashdod S,,3,,,FALSE,,FALSE,,614,,,,,,,,,,,1,1,,,,,,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,0.5,,,,,,,,
615,06,30,10,30,2009,08,18,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,615,,,,,,,,,,,,3,,,,,,,,,2,0.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,0.5,,,,,,,,
616,11,00,15,00,2009,08,18,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,616,,,,,,,,,,,,2,,,,,,,,,3,0.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,0.5,,,,,,,,
617,15,30,19,00,2009,08,18,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,617,,,,,,,,,,,1,2,1,,,,,,,,3,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
618,09,00,12,30,2009,08,19,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,618,,,,,,,,,,,,,,,1,,,,,,2,0.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
619,13,00,16,30,2009,08,19,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,619,,,,,,,,,,,2,1,,,,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
620,17,00,20,00,2009,08,19,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,620,,,,,,,,,,,1.5,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,1,,,,,,,,
621,,,,,2009,08,19,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,621,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
622,06,00,10,00,2009,08,20,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,622,,,,,,,,,,,1,,,,,,,1,,,3,,,,,,1,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
623,10,30,14,00,2009,08,20,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,623,,,,,,,,,,,,,,,,,,1,,,2,,,,,,,,,,,,2,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
624,15,00,19,30,2009,08,20,Vadim,Ashdod N,,2.5,,,FALSE,,FALSE,,624,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,FALSE,,,1,,,,,,,,
625,08,00,13,00,2009,08,26,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,625,,,,,,,,,,,,2,,,,,,1,,,1,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
626,14,00,17,00,2009,08,26,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,626,,,,,,,,,,,2,1,,,,,,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
627,17,00,20,00,2009,08,26,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,627,,,,,,,,,,,1,2,,,,,,,,,,0.5,,,,,,,,,,,,,,,FALSE,,1,,,,,,,,FALSE,,,,,,,,,,,
628,,,,,2009,08,26,Vadim,Ashdod S,22,,,,FALSE,,FALSE,,628,,,,,,,,,10 Kg,,,,,,,,,,,2,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,8,,,
629,06,00,10,00,2009,08,27,Vadim,Palmachim N,27,,,,FALSE,,FALSE,,629,,,,,,,,,,,1,,,,,,,1,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
630,10,30,14,00,2009,08,27,Vadim,Jaffa N,,,,,FALSE,,FALSE,,630,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,2,,,,,,,,
631,15,00,19,30,2009,08,27,Vadim,Jaffa N,,,,,FALSE,,FALSE,,631,,,,,,,,,,,,3,3,,,,,,,,6,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,2,,,,,,,,
632,20,00,02,30,2009,08,27,Vadim,Riding S,27,,,,FALSE,,FALSE,,632,,,,,,,,,40 Kg,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
633,09,00,13,00,2009,08,28,Vadim,Falick N,,3,,,FALSE,,FALSE,,633,,,,,,,,,,,,,,,3,,,,,,6,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
634,14,00,17,00,2009,08,28,Vadim,Falick N,,3.5,,,FALSE,,FALSE,,634,,,,,,,,,,,,4,,,6,,,,,,4,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,1,,,
635,20,00,05,00,2009,08,28,Vadim,Falick S,27,,,,FALSE,,FALSE,,635,,,,,,,,,10 Kg,,,,,,,,,,,1,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
636,06,00,10,30,2009,08,29,Vadim,Falick N,,3.5,,,FALSE,,FALSE,,636,,,,,,,,,,,,4,1,,,,,,,,10,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
637,11,00,14,30,2009,08,29,Vadim,Hadera S,,3.5,,,FALSE,,FALSE,,637,,,,,,,,,,,,4,1,,,,,,,,4,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
638,15,00,19,30,2009,08,29,Vadim,Hadera S,,3.5,,,FALSE,,FALSE,,638,,,,,,,,,,,,4,,,,,,,,,6,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
639,20,00,02,00,2009,08,29,Vadim,Palmachim N,27,,,,FALSE,,FALSE,,639,,,,,,,,,15 Kg,,,,,,2,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
640,09,00,14,00,2009,08,30,Vadim,Riding N,,3.5,,,FALSE,,FALSE,,640,,,,,,,,,,,,4,,,,,,,,,8,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,2,,,,,,,,
641,14,30,19,00,2009,08,30,Vadim,Riding N,,3.5,,,FALSE,,FALSE,,641,,,,,,,,,,,,3,,,,,,,,,10,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,2,,,,,,,,
642,20,00,02,00,2009,08,30,Vadim,Riding S,27,,,,FALSE,,FALSE,,642,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,3,,,,,,,,1
643,09,00,14,00,2009,08,31,Vadim,Riding N,27,,,,FALSE,,FALSE,,643,,,,,,,,,,,,2,1,,,,,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,2,,,,,,,,
644,14,30,19,00,2009,08,31,Vadim,Falick N,,3.5,,,FALSE,,FALSE,,644,,,,,,,,,,,,2,1,,,,,,,,6,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
645,06,00,10,00,2009,09,1,Vadim,bank,,,,,FALSE,,FALSE,,645,,,,,,,6,,,,,,8,,1,,,,2,,10,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
646,10,30,14,30,2009,09,01,Vadim,bank,,,,,FALSE,,FALSE,,646,,,,,,,3,,,,1,,3,,1,,,,,,3,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
647,15,30,20,00,2009,09,01,Vadim,Falick N,31,,,,FALSE,,FALSE,,647,,,,,,,,,,,,2,,,5,,,,,,,1,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,,,,
648,20,00,02,00,2009,09,01,Vadim,Falick S,,,,,FALSE,,FALSE,,648,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,1,,,,,1,,,
649,13,00,16,00,2009,09,07,Vadim,Riding N,,3.5,,,FALSE,,FALSE,,649,,,,,,,,,,,,,2,,,,,1,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,1,,,,,
650,16,30,19,30,2009,09,07,Vadim,Falick N,,,,,FALSE,,FALSE,,650,,,,,,,1,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
651,20,30,02,00,2009,09,07,Vadim,Hadera S,30,,,,FALSE,,FALSE,,651,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,5,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,2,,,
652,02,30,06,30,2009,09,07,Vadim,Hadera S,30,,,,FALSE,,FALSE,,652,,,,,,,,,,,,,,,2,,6,,,,,,1,,,,,,3,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,2,,,
653,07,00,10,30,2009,09,08,Vadim,Hadera S,30,,,,FALSE,,FALSE,,653,,,,,,,,,,,,,1,,1.5,,1,,,,,,,,,,,,2.5,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
654,11,00,15,00,2009,09,08,Vadim,Hadera S,30,,,,FALSE,,FALSE,,654,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,0.5,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
655,15,00,19,30,2009,09,08,Vadim,Hadera S,30,,,,FALSE,,FALSE,,655,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,3,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
656,20,00,02,00,2009,09,08,Vadim,Hadera S,,,,,FALSE,,FALSE,,656,,,,,,,,,,,,,,,2,,4,,,,,,,,,,,,4,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
657,07,30,11,00,2009,09,09,Vadim,Ashdod N,,1.7,,,FALSE,,FALSE,,657,,,,,7,,,,,,,,,,,,,,1.5,,12,,,,,1.5,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
658,13,00,16,30,2009,09,09,Vadim,Falick S,,3.5,,,FALSE,,FALSE,,658,,,,,2,,,,,,,,,,,,,12,,,5,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
659,17,00,20,00,2009,09,09,Vadim,Falick S,,3.5,,,FALSE,,FALSE,,659,,,,,,,,,,,,,,,2,,,,,,3,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
660,21,00,03,00,2009,09,09,Vadim,Ashdod N,,1.2,,,FALSE,,FALSE,,660,,,,,,,,,100 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
661,10,00,13,30,2009,09,10,Vadim,Ashdod N,,2,,,FALSE,,FALSE,,661,,,,,8,,,,,,,,,,1.5,,,,,,10,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,1,,,,,
662,14,00,17,30,2009,09,10,Vadim,Ashdod N,,2,,,FALSE,,FALSE,,662,,,,,8,,,,,,,,,,2,,,,,,12,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,0.5,,,,,
663,18,00,20,00,2009,09,10,Vadim,Ashdod N,,2,,,FALSE,,FALSE,,663,,,,,4,,,,,,,,,,1,,,,,,8,,,,,,,,,,,,,,1,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
664,21,00,03,00,2009,09,10,Vadim,Ashdod N,,1.5,,,FALSE,,FALSE,,664,,,,,,,,,80 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
665,11,00,14,00,2009,09,11,Vadim,Ashdod N,,2,,,FALSE,,FALSE,,665,,,,,6,,,,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
666,14,30,17,30,2009,09,11,Vadim,Ashdod N,,2,,,FALSE,,FALSE,,666,,,,,8,,,,,,,,,,2,,,,,,12,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
667,18,00,19,30,2009,09,11,Vadim,Ashdod N,,2,,,FALSE,,FALSE,,667,,,,,4,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
668,20,30,23,30,2009,09,11,Vadim,Ashdod N,,1.4,,,FALSE,,FALSE,,668,,,,,,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
669,10,30,14,00,2009,09,12,Vadim,Ashdod S,,1.8,,,FALSE,,FALSE,,669,,,,,,,,,,,,,,,2,,,,,,7,,,,,,,,,,,,3,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
670,15,00,19,00,2009,09,12,Vadim,Ashkelon N,,3.8,,,FALSE,,FALSE,,670,,,,,,,,,,,,,,,2,,2,,,,,1.5,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
671,,,,,2009,09,12,Vadim,,,,,,FALSE,,FALSE,Gambari,671,,,,,8,,,,60 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
672,09,00,12,30,2009,09,13,Vadim,Ashdod S,,1.6,,,FALSE,,FALSE,,672,,,,1,4,,,,,,,,,,2,,,,,,2,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,
673,13,30,17,00,2009,09,13,Vadim,Ashdod N,,3,,,FALSE,,FALSE,,673,,,,,5,,,,,,,,,,3,,2,15,1,,3,2,,,,,,,,,,,,,4,,FALSE,,1,,,,,,,,FALSE,,,,,,,,2,,,
