Net,Start_Time_hh,Start_Time_mm,End_Time_hh,End_Time_mm,Year(XXXX),Month(XX),Day(XX),Fishermen,Fishing_field,Depth,Distance_to_Shore,Commants,Fishing_field_text,Storm,Speed,High_Sea,Net_Type,box_only,night_drag_prawn,Anshubi,Bakala,Barbon,Ben_Gurion,Crab,Denis,Farida,Fish,Gambari,Gerbida,Hazir,Hulim,Intias,Jelly_Fish,Kalamari,Lavan,Makarunim,Malitta,Marmir,Musar,Palamud,Pas_Tzahov,Rofus,Rofus_Fake,Sabida,Saragus,Sardin,Scombri,Soltan,Soltan_Fake,Soltan_Mix,Special,Tarachun,Taref,Televisia,Trulus,Missing,Many Nasralas,Comments,Lokus,Muslach,Gitara,Box_General,Tziporot,Varod,Vest,Shed Yam,Very_weak,Daba,Octepus,Adom,Hazaim,Lokus_manot,Soltan_Hul,Gerbid_new,barbon_vadim,Cristal,Gomber,Vak Vak,Shark,Pijama,Aras
2652,12,15,17,45,2017,2,6,Michael,Ashdod S,27,,,,FALSE,,FALSE,,FALSE,FALSE,,,4,,0.5,,,,,,,1,,,2,,,,,,,,,,0.5,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2654,6,15,10,45,2017,2,7,Michael,Ashdod S,25,,,,FALSE,,FALSE,,FALSE,FALSE,,,5,,,,,,,,,2,,,2,,,,,,,,,,0.5,,,2,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2665,13,30,18,45,2017,2,12,Michael,Ashdod S,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,3.5,,,,,,,,,1.25,,,,,,,,,,,,,1,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2672,7,30,12,0,2017,2,15,Levi,Ashdod S,12,3.5,,,FALSE,,FALSE,,FALSE,FALSE,,,1.5,,,,,,,,,0.5,,a lot,,,,,,,,,,,1,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2673,13,30,18,0,2017,2,15,Levi,Ashdod S,27,,,,FALSE,,FALSE,,FALSE,FALSE,,,3,,,,,,,,,1.5,,,,,,,,,,,,,,,,2,,,,,,,,0.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2680,19,30,0,45,2017,2,17,Levi,Ashdod S,16.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,3 Kg,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2681,1,0,1,30,2017,2,7,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,16 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2688,10,15,14,15,2017,2,26,Michael,Ashdod S,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2719,22,15,3,0,2017,3,14,Levi,Ashdod S,17,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1,,,1,2 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2730,19,15,0,30,2017,3,21,Levi,Ashdod S,16.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,6 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
2784,11,0,15,15,2017,4,25,Michael,Ashdod S,22,1.4,,,FALSE,,FALSE,,FALSE,FALSE,,,1.5,,,,,,,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,1.5,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2791,6,45,11,0,2017,4,27,Michael,Ashdod S,,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,2,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2795,13,45,17,30,2017,5,5,Michael,Ashdod S,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,1,,,0.5,,,,,,,,,,,,,,,,,,,,,1,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2804,6,45,12,45,2017,5,7,Michael,Ashdod S,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,1,,,0.5,,,,,,,,,,0.5,,,0.5,,,,,,,,0.5,FALSE,FALSE,,1 Ind 1.5 Kg,,,,,,,,FALSE,,,,,,,,,,,,,,
2808,11,15,15,30,2017,5,8,Michael,Ashdod S,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,0.75,1.25,,,0.25,,,,,,,0.5,,,0.25,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2812,6,15,10,30,2017,5,9,Michael,Ashdod S,18,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,1,,,,,,,,,,,,,,,,1 M+ 1 B+,,,,,,,,6,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2815,7,0,11,30,2017,5,10,Michael,Ashdod S,,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,1,,,0.25,,,,,,,,,,0.25,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2847,1,30,5,30,2017,5,17,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2860,23,30,3,30,2017,5,22,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2862,14,15,18,30,2017,5,23,Michael,Ashdod S,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,2,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2865,6,30,11,15,2017,5,24,Michael,Ashdod S,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,0.5,1.25,,,,,,,,,,,,,,,,,,,3,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2870,6,15,10,45,2017,5,25,Michael,Ashdod S,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2.3,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2874,15,0,19,45,2017,5,26,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,1.25,,,,,,,,0.5,1,,,,,,,,,,,,,,,,,,,2.5 Kg,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2886,6,15,10,15,2017,5,29,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,1,,,,,,,,,,,,,,0.5,,,,,,,,,,,,0.5,,1,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2902,20,30,1,0,2017,6,4,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,16 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2904,20,0,1,0,2017,6,6,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2912,10,30,14,30,2017,6,8,Levi,Ashdod S,,3.1,,,FALSE,,FALSE,,FALSE,FALSE,3 B+,,0.3,,,,,,,,,0.3,,,,,,,,,,0.3,,,,,1 M+,1,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2914,21,15,5,30,2017,6,8,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,12 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2919,6,15,10,45,2017,6,10,Michael,Ashdod S,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3.5,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2924,14,15,17,15,2017,6,11,Michael,Ashdod S,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,0.5,,,,,,,,,,1,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2941,20,30,3,30,2017,8,15,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,2,,6,,,,30 Kg S+,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
2949,19,30,0,30,2017,8,20,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,7,,,,15 Kg,,,,,,,,,,0.5,,,,,,,,,,,,,,,,0.5,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2960,18,0,19,45,2017,8,23,Michael,Ashdod S,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,1.3,,,,,,4 Kg,,,0.5,,,,,,1,,,,0.5,9,,,,0.5,,0.5,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
2966,10,15,14,0,2017,8,25,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,0.6,1.5,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,0.5 B+,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,1,,,,,,,,
2975,13,15,15,45,2017,8,27,Michael,Ashdod S,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,1,,,,1 Kg,,,,,,,,,,,,2,,,,,,,,,,3 Kg,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
2999,10,45,14,30,2017,9,4,Levi,Ashdod S,25,2.2,,,FALSE,,FALSE,,FALSE,FALSE,,,2 M+ 1 B+,,1.5,,,,,,,0.5,,,3 S+,,,2 B+ 0.5 M+,,,2 S+ 1 M + 1 B+,1,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3006,22,45,3,30,2017,9,5,Levi,Ashdod S,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,6,,1,,,0.5,12 Kg,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3011,6,30,9,30,2017,9,7,Levi,Ashdod S,16,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,4,,,1,,,,,,,7,,,,,,2,,,,,,,,,,,,,,1.5,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,1,,,,,,,,
3016,12,30,15,15,2017,9,8,Michael,Ashdod S,,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,1.25,,4 Kg,,,,,,,,5,,,,,,3,1.5 Kg,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.75,,,,,FALSE,,1 L+,,,,1.5 Kg,,,,,,,,
3024,10,15,14,0,2017,9,10,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,2,,,,,,,,,,6.5,,,,,,2,0.5,,,,,,,,,,,,,,1 B+,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3035,10,15,14,0,2017,9,13,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,4,,,,,,,,,,2.5,,,,,,1,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3097,8,45,12,45,2017,10,4,Michael,Ashdod S,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,1,,,,,,,1,,,1,,,,,,1.5,1,,,,,,,1,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3105,9,45,12,45,2017,10,6,Michael,Ashdod S,23.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1.25,,,,,,,,,0.5,,,0.5,,,0.5 M+,,,,1 Kg,,,,,,,1 Kg,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3146,9,0,13,15,2017,10,17,Michael,Ashdod S,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,3,,,,,,,,,1,,,,,,,,,1,2,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3149,9,15,13,15,2017,10,18,Michael,Ashdod S,21.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,0.5,,,2,,,,,,2,1.25,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3177,10,0,13,0,2017,10,25,Levi,Ashdod S,16,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,0.5,,,,,,,,1,,,,,,1 M+,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,1 M+,,,,,,,,
3207,11,30,17,0,2017,11,2,Michael,Ashdod S,23,,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,,,,,,,,1,,,1,,,,,1,1,1,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3249,6,30,10,30,2017,11,14,Levi,Ashdod S,21,,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,,,,,,,,1,,,1,,,,,,1,1.5 B+0.25 M+,,,,,,,0.25 M+,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3252,23,45,3,30,2017,11,14,Levi,Ashdod S,17,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,5,,,,6 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3269,10,0,13,45,2017,11,20,Michael,Ashdod S,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,1,,,0.5,,,,,,2 Kg,1.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3271,17,45,0,30,2017,11,20,Michael,Ashdod S,,1.4,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,,23.5 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1.5,,,,,FALSE,,,,,,,,,,,,,,
3273,6,15,12,0,2017,11,23,Michael,Ashdod S,18,,,,FALSE,,FALSE,,FALSE,FALSE,,,17,,3,,,,1,,,1,,,3,,,,,,,1,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3281,14,30,17,30,2017,11,25,Michael,Ashdod S,17.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,1,0.5,,5,,,0.5,,,1.25,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3283,6,30,12,0,2017,11,26,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,1.5,,,,,,,,,0.5,,,2,,,,,,7.5,1.25,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3287,7,15,8,45,2017,11,27,Levi,Ashdod S,12,,Heker Yamim,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,2 S+,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1 S+1 B+,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3290,8,45,13,0,2017,11,28,Levi,Ashdod S,17,2.3,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,1,,,,,,0.5,0.5,,,0.5,,,,,,2.5,1.5 M+,,,,,,,,,,,0.25,,,0.25,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3291,13,45,,,2017,11,28,Levi,Ashdod S,17,3,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,0.5,,,0.5,,,0.5,,1 Ind L+,3,0.5,,,,,,,,,,,,,,1,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3292,18,0,23,15,2017,11,28,Levi,Ashdod S,17,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,,25 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3293,23,45,3,30,2017,11,28,Levi,Ashdod S,17.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,3,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3303,18,15,23,30,2017,12,1,Levi,Ashdod S,46,,,,FALSE,,FALSE,,FALSE,TRUE,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,TRUE,,,,,,,,,,,,,,
3304,0,0,5,45,2017,12,1,Levi,Ashdod S,27,,,,FALSE,,FALSE,,FALSE,FALSE,,,5,,,,,,5 Kg,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3309,19,15,0,0,2017,12,3,Levi,Ashdod S,17.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,3,,,,16 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3310,0,30,4,45,2017,12,3,Levi,Ashdod S,17.5,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,4,,,1,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3312,15,45,18,15,2017,12,4,Levi,Ashdod S,18,2.2,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,0.25,,,,5 Kg,,,0.5,,,0.5,,,0.25,,,0.5 M+,0.5,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3329,6,45,12,0,2017,12,11,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,2.5,,,,,,,,,1,,,4,,,,,,2.25,,,,,,,,,,1.5,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3333,8,45,12,30,2017,12,12,Michael,Ashdod S,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,1.5,,,,,,,,1 Ind M+,0.5,,,3,,,,,,3,2 Kg,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3343,9,30,12,30,2017,12,15,Michael,Ashdod S,17,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,0.5 S+,,,,,,,,,,,1,,,,,,2.5,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3347,6,45,11,30,2017,12,16,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,0.5,,,0.5,,,,,,1,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3365,17,15,23,15,2017,12,21,Levi,Ashdod S,16,2.2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3366,23,45,3,,2017,12,21,Levi,Ashdod S,17,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3368,19,0,0,30,2017,12,22,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3377,19,15,0,45,2017,12,26,Levi,Ashdod S,,2.2,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,4,,1,,,,5 Kg,,,1,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3382,2,0,6,30,2017,12,27,Levi,Ashdod S,14,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,2,,,,5 Kg,,,0.5,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3399,10,0,14,15,2018,1,9,Michael,Ashdod S,21.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,3,,,,,,,,,1,,,7,,,,,,1,,,,,,,,,,1.5,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3403,7,0,12,0,2018,1,10,Michael,Ashdod S,19.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,2.5,,,,,,,,,,,,4.5,,,,,,1,,,,,,,,,,0.75,,,,,0.5,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3407,12,15,17,15,2018,1,11,Michael,Ashdod S,22.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,4,,,,,,,,,2,,,3.5,,,,,,3 Kg,,,,,,,,,,0.5,,,,,0.5,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3418,12,30,17,45,2018,1,15,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3442,15,30,18,30,2018,1,29,Michael,Ashdod S,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,3.5,,,,,,,,,0.5,,,2.5,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3445,6,45,12,30,2018,1,30,Michael,Ashdod S,19.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,4.5,,,,,,,,,1,,,7,,,,,,1,,,,0.5,,,,,,3 Kg,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3454,20,30,1,0,2018,2,2,Michael,Ashdod S,25.25,,,,FALSE,,FALSE,,FALSE,FALSE,,,4,,,,,,1 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,FALSE,,,,,,,,,,,,,,
3494,9,30,12,30,2018,2,21,Levi,Ashdod S,16,,,,FALSE,,FALSE,,FALSE,FALSE,,,,,,,1 S+,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,1,,,,,,,,
3499,18,30,23,45,2018,2,22,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,1,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3502,15,15,16,15,2018,2,23,Levi,Ashdod S,22,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3507,18,30,0,0,2018,2,24,Levi,Ashdod S,16,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1,,,1,20 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3511,7,15,10,30,2018,2,26,Michael,Ashdod S,20.5,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,0.75,,,0.25,,,,,,,,,,0.25,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3519,10,15,15,0,2018,2,28,Michael,Ashdod S,20,,,,FALSE,,FALSE,,FALSE,FALSE,,,1,,,,,,,,,3.5 Kg,,,2 Kg,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,0.5 Kg,,,,,,,,
3529,20,15,0,0,2018,3,4,Levi,Ashdod S,28,,,,FALSE,,FALSE,,FALSE,FALSE,,,2,,0.5,,,,0.25,,,0.5,,,0.25,,,,,,,,,,0.5,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
3534,10,30,14,30,2018,3,9,Michael,Ashdod S,23,,,,FALSE,,FALSE,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,1,,,,,TRUE,,,,,,,,,,,,,,
3564,18,0,0,0,2018,3,19,Michael,Ashdod S,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,15 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.75,,,,,FALSE,,,,,,,,,,,,,,
3565,0,15,6,15,2018,3,19,Michael,Ashdod S,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,1.25 Kg,,,,14 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3567,18,0,0,0,2018,3,20,Michael,Ashdod S,,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,,,,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,1.25 Kg,,,,,,FALSE,FALSE,,1.25 Kg S+,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3580,9,15,13,45,2018,4,1,Michael,Ashdod S,19,,,,FALSE,,FALSE,,FALSE,FALSE,,,0.5,,,,,,,,,,,,1.25,,,,,,,2,,,,,,,,,,,,,,1.25,FALSE,FALSE,,,,,0.5,,,,,FALSE,,,,,,,,,,,,,,
3623,20,30,1,30,2018,4,16,Levi,Ashdod S,15,,,,FALSE,,FALSE,Gambari,FALSE,FALSE,,,1,,1,,,,10 Kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,
